subject,sequences_ 1,sequences_ 2,sequences_ 3,sequences_ 4,sequences_ 5,sequences_ 6,sequences_ 7,sequences_ 8,sequences_ 9,sequences_10,sequences_11,sequences_12,sequences_13,sequences_14,sequences_15,sequences_16,responseLeft
6,50,78,45,58,67,62,73,37,48,39,35,81,59,38,40,52,1
6,68,35,56,41,46,67,66,36,81,83,66,66,39,51,47,56,0
6,41,59,67,49,43,18,47,57,24,40,29,21,40,65,29,47,1
6,22,44,61,54,41,55,48,70,47,55,41,15,57,33,49,23,1
6,33,59,24,31,28,29,61,39,52,17,73,55,50,47,43,56,0
6,76,54,51,55,43,42,36,77,65,56,19,52,51,52,26,41,1
6,32,50,20,43,45,56,20,60,44,76,51,28,56,60,63,36,0
6,18,35,44,30,30,49,22,60,29,50,29,38,48,63,73,52,0
6,51,30,56,42,62,57,79,54,86,57,69,53,50,55,49,88,0
6,36,36,64,77,38,37,59,47,18,60,46,28,39,53,51,23,1
6,56,52,69,46,42,68,29,38,18,33,41,35,47,61,54,26,1
6,29,42,57,62,27,59,39,32,62,51,47,66,56,54,74,25,0
6,29,34,53,47,34,26,43,69,37,53,47,73,24,65,50,63,0
6,59,30,37,50,49,71,48,69,50,17,48,27,45,24,58,54,1
6,55,64,22,50,58,60,61,66,65,55,42,49,32,37,20,52,1
6,30,24,44,45,33,61,51,17,25,61,33,66,63,35,43,56,0
6,35,39,53,49,49,54,20,71,50,45,51,70,59,62,39,84,0
6,39,36,53,46,29,59,26,16,49,65,42,59,21,58,54,35,0
6,67,45,57,67,30,41,51,72,22,62,51,36,53,56,20,47,1
6,56,35,45,73,68,46,44,69,59,27,59,32,60,23,52,36,1
6,73,56,50,39,77,82,67,62,60,45,69,35,56,33,64,72,1
6,44,36,47,57,70,33,58,26,61,43,31,30,18,56,30,31,1
6,33,31,39,77,32,50,46,47,57,22,19,22,25,38,55,34,0
6,79,58,55,37,45,50,51,27,41,37,64,36,48,45,24,19,1
6,66,27,53,31,58,64,33,46,31,37,49,27,60,29,53,18,1
6,64,46,72,64,32,68,51,72,32,63,56,58,36,33,67,46,1
6,81,48,50,58,42,67,70,43,42,81,42,42,27,52,56,44,1
6,62,61,40,65,30,58,79,44,67,56,68,75,64,69,83,35,1
6,35,54,57,23,47,53,56,23,60,37,61,77,61,64,42,38,0
6,27,31,36,64,51,64,60,34,36,64,71,39,57,79,52,49,0
6,42,70,42,56,56,35,34,72,22,26,35,24,53,54,53,56,1
6,50,69,33,49,49,64,26,48,80,47,70,35,47,67,50,72,0
6,46,54,48,62,31,82,45,65,56,56,55,20,38,36,67,36,1
6,32,55,23,60,53,52,32,29,28,75,59,63,50,63,51,38,0
6,55,53,53,41,22,33,41,67,42,35,56,38,69,71,60,70,0
6,59,60,43,53,34,31,72,29,35,24,68,51,33,33,30,32,1
6,74,46,56,18,52,46,54,56,45,27,39,44,33,24,74,29,1
6,59,55,52,53,76,34,31,47,29,48,31,56,22,64,41,35,1
6,38,67,48,22,40,66,33,48,70,70,67,69,30,45,45,49,1
6,45,43,22,63,45,16,38,26,43,47,24,56,58,74,43,36,0
6,26,53,67,49,39,43,33,21,50,37,47,45,63,41,49,81,0
6,38,51,46,71,53,67,54,27,49,79,47,53,80,64,45,77,0
6,21,55,44,59,67,39,45,26,88,45,53,63,44,56,42,40,0
6,67,70,56,54,78,27,57,66,54,40,64,27,31,53,69,58,1
6,15,25,51,54,24,50,44,36,58,43,36,24,35,67,48,59,1
6,75,46,52,45,59,52,23,51,63,38,21,37,28,60,39,47,1
6,72,71,30,44,51,53,68,56,69,36,52,35,25,49,40,67,1
6,41,46,57,57,43,74,28,73,55,56,62,46,50,90,76,59,1
6,70,50,66,51,28,51,30,64,44,86,58,57,56,43,76,62,0
6,33,61,36,64,38,56,47,17,54,43,38,52,52,87,51,50,0
6,45,21,42,61,48,52,56,67,77,48,65,71,53,33,59,76,0
6,63,58,50,71,51,78,33,76,58,26,43,63,58,31,40,67,0
6,57,38,61,51,34,59,79,42,37,42,49,67,38,15,43,46,1
6,68,53,23,59,51,68,42,40,34,19,41,62,64,28,32,43,1
6,39,32,47,37,64,71,43,66,34,29,29,30,53,64,53,22,1
6,66,50,71,57,71,44,29,41,54,77,50,79,65,49,82,44,0
6,46,42,36,74,50,73,63,35,26,43,56,52,58,58,25,29,1
6,51,36,26,67,71,57,60,48,39,39,28,63,44,49,57,20,1
6,45,50,35,21,40,47,63,71,60,33,60,16,37,31,36,22,1
6,63,37,33,71,48,30,56,46,33,23,36,35,31,50,70,24,1
6,68,26,43,31,59,29,59,39,55,45,44,54,78,44,73,36,0
6,16,52,29,59,29,51,26,23,38,53,53,67,22,43,58,25,0
6,28,29,61,53,31,65,31,52,60,52,51,71,56,33,34,71,0
6,52,29,52,28,28,18,33,58,38,37,40,45,85,43,40,54,0
6,65,56,37,61,76,45,60,32,85,57,49,63,67,77,81,41,0
6,46,27,39,45,41,22,31,69,42,45,54,31,82,54,54,39,0
6,51,30,40,27,72,31,32,33,44,26,64,40,56,43,72,51,0
6,23,33,21,42,48,71,33,41,39,58,46,27,68,55,38,66,0
6,47,49,66,45,57,17,32,54,83,36,50,54,49,73,41,48,1
6,51,31,36,57,53,37,77,50,36,51,31,44,43,65,29,16,1
6,68,48,58,56,66,48,23,62,72,36,38,37,25,58,45,45,1
6,39,58,75,25,44,59,53,66,28,46,58,54,29,37,60,19,1
6,79,43,58,38,62,59,68,41,71,49,49,94,53,66,77,67,0
6,53,54,63,44,41,42,80,31,49,51,47,57,62,63,77,87,0
6,36,47,32,64,41,61,42,77,45,51,25,62,19,48,43,35,1
6,29,53,47,60,74,48,32,45,44,45,17,49,53,56,36,20,1
6,54,37,58,32,39,24,53,67,34,50,68,58,40,77,62,61,0
6,56,46,30,36,62,50,15,50,36,52,40,43,66,68,76,44,0
6,40,38,63,41,67,81,42,59,82,78,50,70,72,65,49,38,0
6,15,43,46,52,21,32,50,52,49,21,42,62,57,45,69,54,0
6,30,39,58,47,46,24,58,71,54,54,44,89,48,44,54,61,0
6,80,52,67,32,53,54,48,44,44,63,64,42,48,21,38,34,1
6,65,44,57,76,25,58,48,51,23,40,38,34,51,65,41,61,1
6,45,60,83,37,49,54,47,76,30,57,67,59,32,47,56,26,1
6,40,29,43,41,50,73,58,61,34,24,31,64,51,18,45,50,1
6,48,43,65,21,54,48,39,69,15,40,32,46,48,18,48,53,1
6,32,46,67,57,52,59,56,84,59,27,34,28,49,54,70,54,1
6,41,76,44,41,30,49,65,64,67,46,61,60,66,90,36,61,0
6,41,33,66,66,71,46,59,35,32,87,70,71,54,68,66,58,0
6,61,38,43,61,35,60,51,81,90,62,72,48,68,42,65,63,0
6,59,56,42,41,65,48,20,34,49,53,41,37,79,62,45,74,0
6,47,65,35,60,72,81,52,70,30,30,68,58,49,55,67,44,1
6,41,41,65,34,29,59,56,20,48,45,85,68,45,47,35,53,0
6,58,67,67,61,59,24,51,43,47,57,40,23,71,27,40,38,1
6,49,36,74,69,51,73,53,35,57,26,43,24,48,42,70,51,1
6,61,40,21,29,55,57,57,48,63,30,28,31,21,40,51,26,1
6,49,44,61,86,63,41,62,41,62,78,44,61,69,54,95,54,0
6,65,40,43,37,56,58,24,60,47,59,90,65,52,48,54,47,1
6,33,33,58,40,64,44,21,32,45,23,57,49,44,45,63,76,0
6,40,48,18,57,65,49,66,50,26,45,43,40,30,66,38,18,1
6,33,31,55,53,37,64,53,75,37,35,42,42,76,28,41,35,1
6,36,56,48,51,77,47,73,45,33,27,42,45,38,76,46,42,1
6,40,80,58,41,55,54,48,26,50,26,35,32,20,65,39,48,1
6,59,42,53,45,60,73,51,26,26,43,20,31,53,60,38,59,1
6,34,58,76,74,69,51,62,72,29,62,82,50,63,44,47,55,1
6,26,33,52,48,62,30,51,16,31,50,58,53,25,55,50,74,0
6,25,45,27,20,69,45,40,41,60,66,66,36,50,43,24,39,0
6,69,78,37,56,52,81,67,72,64,76,44,39,70,36,56,44,1
6,55,24,49,47,55,75,62,68,71,67,58,32,78,56,83,69,1
6,62,60,31,60,39,36,20,37,75,43,45,41,75,43,61,48,0
6,50,59,86,49,41,46,41,57,37,27,23,59,64,44,42,51,1
6,31,49,47,33,19,19,36,58,52,60,42,25,33,44,74,42,0
6,61,36,65,44,72,46,73,42,32,63,44,62,32,24,49,51,1
6,57,50,55,17,34,46,20,45,67,42,36,47,42,54,47,80,0
6,64,18,46,64,35,53,47,37,52,26,74,53,55,63,53,69,0
6,63,37,20,61,63,39,40,49,40,27,42,27,31,45,67,24,0
6,41,17,25,45,29,50,37,68,73,58,60,50,40,46,25,52,0
6,16,59,55,47,54,57,35,28,66,54,39,81,46,38,47,50,0
6,15,21,50,43,48,18,45,48,50,24,38,51,74,50,55,42,0
6,44,70,33,61,53,36,29,52,55,20,32,47,55,19,23,37,1
6,46,77,47,37,75,58,64,41,35,60,56,39,49,23,33,67,1
6,65,37,63,43,69,84,49,68,59,33,46,74,37,54,38,64,1
6,21,45,48,66,25,33,25,43,45,57,62,24,40,64,63,32,0
6,93,66,46,49,49,60,61,64,50,63,74,48,28,56,29,57,1
6,57,67,65,52,89,59,47,40,65,35,70,35,38,45,64,35,1
6,21,16,57,30,42,29,51,31,50,31,20,43,53,36,52,68,0
6,66,57,71,32,52,37,66,45,32,59,62,53,49,39,23,25,1
6,72,66,84,62,41,39,71,58,54,45,53,66,45,34,30,77,1
6,54,36,19,25,63,43,48,56,60,32,63,42,50,35,78,61,0
6,52,44,48,63,74,46,29,68,55,61,64,74,43,80,45,81,0
6,70,78,79,64,66,56,38,47,25,52,53,47,47,76,56,64,0
6,71,82,71,70,65,52,35,62,57,76,71,54,30,50,46,42,1
6,37,52,55,68,34,52,26,62,34,56,25,32,40,57,51,15,1
6,22,32,29,21,48,54,38,58,69,65,35,26,47,42,55,47,0
6,32,69,45,46,45,44,76,56,50,57,21,44,21,62,40,38,1
6,25,18,38,44,17,34,55,52,57,49,51,42,31,73,30,30,0
6,53,55,79,51,66,91,57,51,58,29,68,60,53,32,58,74,1
6,53,22,55,60,65,33,38,31,42,61,47,57,62,62,78,28,0
6,30,16,34,22,63,34,54,31,37,32,69,43,32,56,64,32,0
6,41,65,46,68,35,35,54,70,25,49,33,53,69,31,41,39,1
6,81,75,38,53,41,45,51,50,47,46,22,56,35,68,33,54,1
6,78,59,55,28,53,56,64,38,50,45,62,56,56,65,77,94,0
6,55,28,63,48,55,71,42,32,69,72,70,56,81,40,40,59,0
6,53,61,43,53,53,30,17,38,49,64,86,43,56,43,49,45,0
6,43,63,73,74,40,49,42,37,69,66,63,68,57,29,61,78,0
6,58,55,56,42,42,70,19,50,26,54,48,19,60,31,41,33,1
6,55,49,54,26,23,49,65,45,49,51,65,85,60,48,37,50,0
6,15,47,45,57,62,35,57,47,68,57,40,34,44,69,69,61,0
6,30,54,15,29,48,50,35,59,53,48,62,34,54,23,64,66,0
6,50,74,29,60,35,62,54,36,22,22,49,29,42,59,31,51,0
6,22,32,57,46,41,46,60,64,43,51,24,53,19,51,29,24,1
6,46,31,28,69,45,41,32,20,56,57,74,32,58,39,28,54,0
6,51,75,26,57,42,56,67,43,20,37,51,58,69,44,34,31,1
6,55,36,58,24,54,24,42,59,72,77,60,34,53,55,41,46,0
6,59,34,44,42,55,47,76,75,86,68,61,61,74,60,63,36,0
6,65,35,46,37,67,37,33,59,37,26,50,56,41,24,51,15,1
6,37,30,55,70,27,28,46,36,47,57,53,54,75,63,23,43,0
6,47,43,31,52,81,69,54,47,28,28,45,48,51,48,24,65,0
6,86,69,65,71,52,44,42,69,44,54,78,37,56,52,33,65,1
6,50,31,75,58,68,47,41,57,53,24,35,40,49,36,47,71,1
6,34,62,23,67,31,37,51,39,49,84,37,38,47,49,41,64,0
6,36,20,70,49,54,31,40,49,57,65,38,26,68,62,46,59,0
6,62,41,55,42,52,72,40,23,46,17,54,61,22,42,31,46,1
6,62,57,39,39,39,69,26,45,57,30,29,33,29,37,57,16,1
6,47,45,35,28,48,50,21,71,64,50,42,74,29,57,51,65,0
6,42,34,36,75,66,50,63,66,24,69,52,50,34,29,40,52,1
6,63,25,59,63,52,27,57,42,49,62,46,24,44,34,17,36,1
6,59,46,23,72,63,56,44,64,43,91,66,55,77,54,72,55,0
6,58,32,52,53,72,70,28,50,64,35,76,60,87,59,60,48,0
6,43,54,62,52,79,65,50,83,62,66,60,71,41,35,38,45,1
6,37,30,64,41,44,69,66,61,16,48,39,66,29,47,38,51,1
6,60,64,74,39,47,32,52,70,62,33,38,32,21,45,66,51,1
6,40,35,60,51,55,42,21,68,70,38,34,32,44,30,22,31,1
6,74,48,61,67,30,53,53,75,32,78,39,50,48,48,36,48,1
6,23,49,65,30,50,29,51,29,54,36,51,35,54,34,61,76,0
6,47,70,41,33,56,35,32,22,68,29,70,53,43,63,39,46,0
6,41,63,66,69,32,44,65,44,39,60,51,37,21,50,26,57,1
6,43,57,31,56,67,38,27,26,39,51,58,57,77,46,37,71,1
6,70,50,30,52,55,36,69,62,45,60,38,33,65,32,27,60,1
6,81,58,49,40,50,35,57,71,74,64,63,50,36,67,84,74,0
7,59,55,74,43,30,40,59,75,43,62,45,34,50,15,57,50,1
7,67,61,30,30,63,54,65,41,22,47,33,51,57,60,27,47,1
7,66,65,34,44,46,20,42,59,31,16,64,28,29,48,40,37,1
7,59,55,53,27,31,54,66,36,25,49,21,24,28,50,45,60,1
7,21,51,30,70,48,36,26,36,52,39,55,46,46,80,30,47,0
7,55,52,45,37,25,42,73,33,63,63,75,46,39,47,80,42,0
7,76,50,37,35,48,41,47,73,64,41,49,78,60,81,49,62,0
7,38,48,71,42,74,55,32,58,34,35,55,48,27,66,49,22,1
7,36,29,61,51,15,42,50,32,69,60,38,69,33,29,44,54,0
7,45,27,44,30,66,42,64,57,17,51,40,48,17,30,30,59,1
7,28,67,41,47,58,64,70,43,88,80,55,64,47,60,54,56,1
7,57,63,29,73,58,49,27,51,27,59,41,23,44,50,26,56,0
7,38,42,52,39,81,60,50,55,41,33,33,37,34,39,81,40,1
7,57,65,30,43,55,43,69,77,49,87,58,57,90,61,62,50,1
7,37,75,27,53,56,60,51,34,52,49,83,50,71,78,46,59,0
7,36,64,48,63,63,34,61,26,55,70,73,46,76,47,67,32,0
7,63,52,32,53,36,22,44,68,32,17,18,31,51,42,53,51,1
7,80,54,50,52,71,51,78,43,63,59,54,71,43,48,38,25,1
7,38,80,42,59,30,56,55,49,43,70,72,80,64,49,43,70,0
7,55,65,46,29,42,52,40,18,74,50,43,62,54,28,68,45,0
7,50,32,45,53,31,31,61,15,54,43,75,47,68,32,41,31,0
7,44,29,34,70,69,63,43,59,39,47,22,50,62,17,55,32,1
7,29,51,71,71,76,74,60,68,68,63,41,39,28,43,65,66,1
7,66,60,48,73,73,28,57,72,38,49,43,63,50,42,36,81,0
7,52,22,51,65,48,59,71,49,36,60,43,20,24,48,40,59,1
7,36,41,24,18,53,65,38,44,51,47,64,32,60,66,48,20,0
7,54,26,46,57,30,39,62,20,58,61,53,69,71,33,45,28,0
7,63,39,68,65,37,80,48,41,62,83,54,57,68,93,57,48,0
7,60,39,40,29,49,27,73,56,20,27,35,48,27,24,63,55,1
7,39,22,32,45,42,32,38,73,40,32,54,78,38,68,47,42,1
7,68,44,62,28,42,68,56,41,60,43,41,67,28,40,28,30,1
7,77,58,49,95,52,58,63,52,42,36,46,74,59,41,70,57,1
7,19,31,62,37,56,59,31,47,25,48,69,59,48,51,46,73,0
7,25,48,20,61,28,43,20,38,65,39,28,40,40,35,66,58,0
7,50,46,55,19,38,29,68,47,57,49,57,75,47,57,24,71,0
7,93,70,66,71,64,55,54,47,54,52,84,59,40,63,36,46,1
7,86,51,56,71,71,53,47,77,50,78,55,62,42,49,61,31,1
7,65,89,53,65,42,60,49,66,56,36,30,46,74,55,62,53,1
7,76,58,45,58,50,34,24,54,54,67,73,68,43,35,69,71,0
7,25,23,42,56,15,54,44,45,38,66,24,51,54,55,38,63,0
7,51,52,65,27,27,53,30,50,24,31,34,17,54,19,50,46,0
7,27,43,32,34,31,46,44,72,30,44,64,31,44,72,61,56,0
7,63,42,43,67,74,63,44,35,45,67,41,36,52,20,57,34,1
7,30,58,48,29,53,27,27,61,44,57,39,64,52,55,26,78,0
7,46,55,26,68,48,26,57,39,17,16,31,24,42,49,40,55,1
7,40,24,57,17,61,49,45,28,53,73,50,62,29,36,61,34,0
7,24,45,57,63,41,60,66,31,63,29,67,66,50,56,55,83,0
7,84,66,59,62,79,53,54,36,41,85,36,50,39,59,50,56,0
7,42,28,42,40,47,48,57,81,74,55,70,60,80,46,48,34,0
7,55,49,60,41,25,72,41,46,25,46,31,50,44,18,35,61,1
7,71,46,75,44,44,62,85,69,26,44,53,39,79,52,59,56,1
7,41,31,26,29,53,27,32,66,54,32,45,31,36,77,47,62,0
7,38,50,23,56,48,49,60,77,31,54,16,51,26,42,32,62,0
7,70,41,54,28,41,32,63,32,45,30,17,30,28,53,21,54,1
7,44,45,23,45,75,49,38,57,45,22,61,56,17,43,37,30,1
7,32,57,71,53,69,53,49,31,56,34,30,33,53,27,34,68,1
7,39,26,55,52,18,60,22,36,28,49,44,51,54,34,55,75,1
7,50,70,53,30,65,29,52,64,27,69,35,55,45,37,39,27,1
7,24,48,61,43,40,23,22,52,47,29,44,58,70,52,33,64,1
7,38,43,56,45,38,55,15,64,61,31,60,67,51,36,69,70,1
7,57,68,48,32,73,38,40,64,74,80,71,63,68,63,58,30,0
7,62,45,31,40,51,63,42,17,53,34,43,62,81,46,45,63,0
7,55,46,54,49,65,37,84,71,67,23,34,51,62,52,40,49,1
7,44,66,22,54,55,49,22,44,59,44,80,59,32,45,52,57,0
7,61,24,53,52,34,27,56,40,39,34,77,56,38,59,68,54,0
7,49,38,19,69,65,52,46,41,35,49,18,22,53,32,56,31,1
7,36,32,40,47,33,45,63,77,42,57,75,78,41,38,69,54,1
7,46,53,57,68,45,31,17,50,16,44,29,28,34,61,26,49,1
7,67,61,67,64,55,56,62,24,56,40,36,76,39,36,41,59,1
7,75,45,56,22,56,46,56,47,53,87,44,53,76,47,71,56,1
7,87,56,67,70,49,37,58,60,55,63,45,49,78,43,34,36,1
7,38,76,53,51,38,47,65,27,42,41,76,75,73,61,59,53,1
7,47,65,77,54,53,62,24,50,53,29,47,15,49,48,64,51,1
7,44,51,64,30,49,34,73,61,45,63,68,80,38,45,64,71,1
7,21,58,47,38,43,67,53,64,63,26,46,49,19,44,39,19,1
7,58,26,40,19,55,48,32,57,26,46,46,45,51,43,73,72,0
7,56,61,37,60,63,73,32,32,37,51,42,28,43,16,45,66,1
7,55,58,37,61,47,60,37,18,27,37,22,22,34,63,48,42,1
7,43,73,43,58,58,48,35,79,50,48,87,59,53,81,65,83,0
7,35,30,73,32,35,26,51,30,61,47,57,39,45,76,53,27,0
7,63,42,61,93,46,57,53,65,50,33,77,47,57,65,37,42,1
7,38,82,47,65,82,64,62,58,54,41,52,77,51,49,30,70,1
7,66,63,85,59,48,57,84,40,54,51,32,51,83,61,43,46,1
7,38,49,16,46,50,62,58,48,28,51,36,27,26,38,66,24,1
7,64,43,32,44,77,30,42,45,15,69,27,45,27,34,38,37,1
7,98,66,60,66,49,57,50,61,61,78,52,49,51,53,26,63,1
7,50,75,31,49,54,39,42,65,66,81,52,46,60,61,76,33,0
7,61,93,57,42,69,60,53,55,58,34,26,51,58,54,56,75,0
7,37,29,21,31,41,44,69,24,69,57,34,42,43,48,49,19,1
7,35,15,55,47,51,44,20,42,48,51,30,26,72,55,63,41,0
7,29,35,40,29,35,64,45,64,48,27,74,49,60,68,44,49,0
7,34,35,32,42,32,74,46,57,42,65,37,64,44,52,50,81,0
7,41,35,69,37,72,37,43,50,59,22,55,41,22,29,32,45,1
7,57,50,73,25,47,46,66,43,17,37,45,51,31,66,45,24,1
7,44,49,24,44,27,57,38,72,55,60,82,55,47,46,32,59,0
7,59,44,24,65,72,59,41,56,38,36,29,21,48,42,70,57,1
7,22,65,56,65,60,42,61,49,89,77,65,58,57,41,54,51,1
7,35,42,36,29,54,56,15,57,64,53,47,51,28,42,79,49,1
7,64,50,75,64,70,58,87,42,60,59,74,32,63,53,30,61,1
7,46,38,31,70,58,25,56,55,26,46,23,47,21,22,55,58,1
7,35,37,53,24,56,51,25,63,73,38,69,38,38,66,45,54,1
7,61,70,53,32,56,27,41,44,36,74,65,49,71,45,73,56,0
7,39,53,20,52,69,35,62,55,47,71,58,43,77,56,45,80,0
7,61,29,51,48,18,17,33,31,25,61,49,28,48,29,54,60,0
7,44,76,47,67,57,38,34,48,45,64,38,84,69,50,69,73,0
7,44,42,16,41,71,38,57,47,67,57,67,22,42,55,60,68,0
7,28,57,33,19,19,47,49,55,61,47,63,30,36,66,49,34,1
7,31,62,59,47,68,57,29,65,51,29,46,17,48,56,27,61,1
7,23,41,53,39,54,39,66,69,41,17,27,21,44,58,32,59,1
7,37,60,76,42,64,83,54,56,45,69,44,36,59,36,69,28,1
7,85,31,62,58,44,49,53,49,53,44,18,48,52,64,28,39,1
7,53,58,27,48,47,48,31,72,51,43,44,85,56,54,75,52,1
7,52,83,39,48,49,65,59,73,66,47,48,67,36,29,37,61,1
7,36,33,43,29,27,69,33,26,49,65,65,48,56,32,50,20,1
7,41,71,43,42,64,79,49,45,49,27,42,65,47,60,23,44,1
7,65,47,27,34,43,39,30,18,57,56,50,49,27,71,51,23,0
7,76,53,34,59,35,44,52,27,27,57,52,57,59,62,55,79,1
7,69,30,65,84,73,67,67,58,63,48,52,54,70,65,52,21,1
7,24,34,30,65,51,41,64,40,63,32,70,55,54,36,66,43,1
7,26,69,39,47,56,60,45,66,32,32,67,51,44,34,37,17,1
7,25,33,73,50,45,41,58,32,66,60,36,72,49,45,33,67,0
7,50,38,53,16,27,32,24,57,41,67,26,62,46,53,30,53,0
7,34,51,42,82,52,45,43,61,39,66,51,30,45,53,18,28,1
7,59,68,54,44,53,78,32,47,58,56,35,51,60,44,20,26,0
7,34,62,52,21,43,64,44,35,52,32,36,55,19,16,46,30,1
7,50,63,57,19,61,45,67,55,33,40,22,59,32,59,49,57,1
7,28,64,73,69,41,47,39,50,74,50,57,74,49,83,62,40,1
7,76,46,65,53,60,58,28,39,63,49,59,60,80,88,73,47,0
7,47,51,66,27,37,63,45,70,60,55,53,45,80,66,86,50,0
7,82,54,51,73,73,64,47,44,32,67,46,56,45,72,50,32,0
7,78,39,45,35,61,32,48,43,29,57,54,79,68,70,54,48,0
7,32,69,18,49,27,31,43,34,25,45,59,43,43,63,35,70,0
7,54,41,25,39,60,30,72,46,40,61,56,30,73,67,59,58,0
7,72,48,49,46,47,23,65,42,42,34,20,44,27,56,63,34,0
7,52,48,63,78,35,37,67,52,15,51,65,58,45,41,35,45,1
7,16,37,33,19,65,43,26,41,55,44,36,24,36,42,39,77,1
7,27,60,40,64,45,65,64,59,47,61,44,26,61,34,22,37,1
7,46,31,67,51,53,73,40,67,16,33,60,42,49,67,50,38,1
7,54,37,71,48,33,28,48,60,69,42,48,46,73,74,42,63,1
7,21,31,62,36,37,49,52,61,68,65,71,48,61,45,27,46,1
7,51,47,40,48,74,67,37,72,69,55,58,23,29,34,46,44,1
7,23,54,43,34,45,71,28,38,46,55,44,63,43,34,81,46,0
7,25,16,40,22,54,51,46,54,61,40,49,62,37,26,70,41,0
7,37,63,47,33,56,15,30,38,71,46,61,47,23,49,62,37,0
7,27,67,61,80,58,63,61,66,40,53,45,34,62,65,73,34,1
7,60,46,40,37,25,66,50,67,47,84,56,74,61,58,36,56,1
7,62,66,45,37,50,32,38,71,27,31,63,64,42,35,29,42,1
7,42,49,65,54,44,39,34,17,51,44,34,37,53,57,72,71,0
7,57,35,49,81,50,64,44,47,38,26,43,26,46,56,70,55,0
7,56,50,43,61,77,39,77,76,45,53,47,26,37,67,56,72,1
7,41,45,51,53,76,25,52,62,27,52,62,31,19,50,55,38,1
7,75,72,57,53,33,59,83,50,51,76,51,38,38,29,60,60,1
7,48,63,42,61,50,20,69,62,47,58,35,20,27,47,27,64,1
7,41,27,57,18,37,37,33,65,49,58,46,65,79,42,32,36,1
7,33,55,31,31,23,57,30,61,46,40,80,48,30,58,52,43,1
7,32,63,57,39,30,61,33,32,51,84,62,46,53,30,49,47,1
7,68,45,31,34,23,27,49,29,32,55,34,53,75,34,64,45,1
7,35,81,68,62,53,54,51,35,56,46,59,70,36,23,36,32,1
7,75,72,72,50,44,40,82,54,51,54,50,44,34,35,81,53,1
7,26,73,38,49,63,46,63,60,46,23,30,46,40,34,72,48,1
7,63,43,34,45,59,30,57,17,35,35,49,60,47,59,68,74,0
7,57,66,40,26,51,42,56,27,75,36,63,49,69,64,48,38,0
7,15,40,48,27,52,63,45,25,37,42,60,23,57,60,43,62,0
7,75,65,65,59,42,83,37,53,39,37,71,26,50,64,58,49,1
7,41,63,45,38,24,67,49,64,78,42,42,78,59,59,47,60,0
7,59,32,68,41,68,29,56,51,25,34,72,34,20,44,43,40,1
7,47,22,63,49,43,62,42,65,26,59,64,65,60,74,57,64,0
7,24,69,48,59,52,64,70,47,28,41,32,51,31,60,73,36,1
7,63,51,58,39,71,28,57,31,89,53,38,64,51,61,62,61,0
7,29,63,47,54,29,72,57,55,52,31,42,62,43,45,17,27,1
7,21,17,28,30,56,36,34,54,37,63,68,49,35,40,38,22,1
7,67,75,64,76,63,46,71,34,45,74,53,35,33,47,57,75,1
7,17,41,61,56,28,39,41,33,56,31,45,64,72,35,43,49,1
7,52,32,62,46,25,63,51,72,58,21,52,33,48,28,33,62,1
7,60,51,47,23,50,20,55,29,37,51,52,53,41,43,46,87,0
7,77,39,49,73,65,67,43,45,72,41,58,35,55,54,28,48,1
7,37,51,28,21,31,62,55,61,64,29,37,72,45,68,61,53,1
7,20,57,31,20,37,60,22,35,36,28,65,51,25,44,63,42,1
7,41,59,58,47,19,30,42,57,35,64,66,36,76,44,50,69,0
7,45,38,25,66,40,68,40,32,70,55,33,78,46,40,49,66,0
7,66,41,41,30,54,65,21,41,51,28,29,17,20,51,31,55,0
7,84,59,45,45,61,42,44,35,61,51,19,29,47,28,50,51,1
7,24,25,49,33,44,17,40,62,41,63,26,43,29,46,53,69,0
7,55,56,48,57,19,47,71,61,42,48,46,61,66,74,83,71,0
7,41,43,66,49,46,23,31,21,36,36,41,73,59,38,66,57,0
7,32,30,27,55,61,65,44,36,34,61,79,56,51,60,29,55,1
7,62,57,50,21,55,33,52,58,41,43,36,19,61,59,41,19,0
7,65,29,60,66,78,71,52,63,55,39,54,71,51,27,34,64,1
7,33,65,36,41,54,75,54,42,50,77,48,68,43,85,62,60,0
7,46,77,45,48,44,59,21,43,43,21,53,53,52,16,20,40,0
7,32,59,33,70,23,45,56,42,87,54,53,32,41,57,58,51,0
7,28,57,46,30,45,60,53,23,40,63,30,40,52,55,70,67,0
7,37,43,37,39,64,33,61,69,50,22,52,59,27,20,33,43,1
7,64,47,37,45,38,19,65,61,32,59,38,60,60,63,82,66,0
7,47,71,89,39,53,51,56,51,61,29,53,34,49,33,72,45,1
7,49,68,32,32,58,57,68,57,23,47,48,34,37,47,32,72,1
7,45,72,69,52,48,65,56,29,47,35,18,46,50,69,40,50,1
7,72,59,37,63,39,42,38,35,35,35,67,49,29,28,47,17,1
7,48,49,39,22,62,17,42,37,51,60,58,58,50,37,19,58,1
7,89,46,63,85,52,72,54,58,32,53,36,59,64,74,66,40,1
7,57,27,60,67,31,60,45,52,60,60,78,51,64,55,26,72,0
7,39,26,22,42,24,52,68,44,54,68,52,48,30,33,72,36,0
7,49,53,32,55,18,50,25,21,34,42,51,40,77,32,59,45,0
7,69,83,58,56,39,48,39,50,52,74,93,52,58,49,60,78,0
7,49,72,57,63,36,29,37,42,20,49,25,32,33,55,35,60,0
